,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
baseline,0.44536064451275476,0.4453169388557859,0.4459822360785415,0.44618376771900176,0.44634839236022716,0.44598952035471234,0.44572485832084435,0.44610181961218515,0.445889968580467,0.44580352850334276,0.445963252813374,0.44588754048842066,0.44580554568751307,0.4458029041368651,0.4457481680045473,0.4456410891449717,0.44564515976992336,0.4456010256260218,0.445536233906525,0.4454932183388665,0.4455548918770188,0.44560036341921444,0.4455823398741714,0.4455755306595233,0.4454719482525408,0.4454850375363964,0.4454949989397239,0.4455385889732505,0.4455806798892536,0.445610737994312,0.44565342541913994,0.44565520243003454,0.4456453934900189,0.44564687371727485,0.4456416094503896,0.44565929983535124,0.4457138334703877,0.4457179574276166,0.445716266610477,0.44572158039656845,0.4457973457519364,0.44587366567666986,0.4458803691468042,0.44585696860213025,0.4459168394658595,0.4458357060015331,0.4459164192854395,0.44592305133471655,0.44587440897025965,0.4458559752917927,0.44587368608086,0.4458859528897658,0.4459032543672034,0.4459083141648873,0.4458837879825607,0.4458239765071783,0.44585035234169096,0.4457971987186184,0.44581424503173694,0.4457663786949323,0.44572103706123,0.4457429515229314,0.44569757119107895,0.44571893984644745,0.44579433910880467,0.44581999538226,0.44583792768217734,0.44582083937144074,0.44585323049202114,0.44585160472603363,0.4459035795753731,0.4459170822751,0.445909459839967,0.44593570858483655,0.4459014291750138,0.445919425170918,0.4459571983501362,0.4459620642368582,0.44595463574106714,0.4459697921067707,0.44596407035280416,0.44596364044675785,0.44598217757026826,0.4460099857019951,0.44603319744591385,0.44604435006134424,0.4460668006638785,0.44607069588678333,0.4460738488101728,0.44609101460253037,0.4460882716589894,0.44609746488186797,0.4460948682196504,0.4460786881607917,0.44608615841843596,0.44606084555877135,0.44606143693683625,0.446052056113305,0.44605463736888046,0.44606955026878653
bert_blf_spectral_resnet,0.6850716044346673,0.6634373042350782,0.6475818631235734,0.6354438309465188,0.6254541746186749,0.6167985120652062,0.6091340660620906,0.6029432117830451,0.5975939226475592,0.5926239419589263,0.5882569521793133,0.5846323625821295,0.581248255976204,0.5786327205522841,0.5760687247174495,0.5740519514575837,0.571941653804846,0.5701815727238059,0.5686113639308874,0.5670189828236742,0.565586581947057,0.564200961259565,0.5630625123911799,0.5620887419083789,0.5610133884995374,0.5600683825432992,0.5591221529946344,0.5581940822540508,0.557344584944446,0.5566216498399843,0.5558598242092242,0.5551793024577147,0.554473362284982,0.5538252305045004,0.553276987722866,0.5528073600326335,0.5522997247330859,0.5517969542524314,0.5512415208223569,0.5507918008187584,0.5502989928866117,0.5498109210030554,0.5493956930615932,0.5489351050458959,0.5485021100119771,0.5481123273389068,0.5477670283903763,0.5474084973509497,0.5470568699792245,0.5467263006075156,0.546399268030195,0.5461044251417259,0.5457885476335378,0.5454638654038195,0.5451250312892404,0.5447858110625294,0.5445124225023189,0.5442090255698228,0.5439494950267963,0.5437107559621769,0.5434898752144175,0.5432537968701978,0.5430011634029237,0.5427689445812269,0.5425434226908472,0.5422646947027704,0.5420743052703471,0.5418254567455516,0.5415768536529642,0.5413370184833034,0.5411033236613046,0.5408757156801424,0.540666118117409,0.5404547042052015,0.5402596116023703,0.5400627521221997,0.5398710058752818,0.5396937017906688,0.5395159072916165,0.5393633178421072,0.5391891359607598,0.5390176034305173,0.5388384440575584,0.5386501958776424,0.5384771749348657,0.5382871719153806,0.5381171100614142,0.5379267426968606,0.5377648796072743,0.5375964154886065,0.5374318139720482,0.5372562221970103,0.5371235693642228,0.5369503432443995,0.5368069873843608,0.536668287418113,0.5365094679819905,0.5363996766375885,0.536257815697225,0.5360768345449519
bert_blf_spectral_incp,0.6764033158025087,0.6563497035299602,0.640996877473598,0.6286293905974564,0.6186302647105947,0.6099148710925998,0.6021432421688295,0.5965895019011961,0.5912517462029577,0.5864993225623532,0.5826917651919442,0.5790950986533749,0.5759856466139972,0.573355782778723,0.5710270343768796,0.5689884689908363,0.5671117502229608,0.5655576760892916,0.5639179897851473,0.5624969041826247,0.5612056101413528,0.5600310442605898,0.558754654810807,0.5576787197156209,0.5567249894377605,0.5558143652649813,0.5549409784779393,0.5541887709761105,0.5533929907178196,0.5526531761872039,0.5519277249419202,0.5511884296557451,0.5505667829060304,0.5499401403894455,0.5493780268768795,0.5488665666292606,0.5483229036935676,0.5478323911057982,0.5473083852477703,0.5469030899899571,0.5464994433746835,0.5461410332988316,0.5457332267683099,0.5453419702775164,0.5449519156836657,0.5445987725677907,0.544222840576329,0.5438549846301772,0.5435095761472948,0.5431739048090917,0.5428579671841677,0.5425569826510835,0.5422659816331802,0.5419520349299687,0.5416317573249673,0.5413952406620866,0.5411084930314866,0.5408675522671937,0.5406021849371346,0.5404087935781666,0.540187351582909,0.5399573094421523,0.5397075143436209,0.5394937519121225,0.5392724464969764,0.5390322419722136,0.5388231262504488,0.5386126624715097,0.5384163223526506,0.5382072771999749,0.5379717004844946,0.5377746374453967,0.537552040166068,0.5373679429636887,0.5371588409259562,0.536978244550776,0.5367911760738189,0.5366160017242846,0.5364046915164264,0.5362361780859887,0.536062832547457,0.5358604915429808,0.535703045863042,0.5355420646135906,0.5353855567372089,0.5352611480764925,0.5351005824574402,0.5349456526777787,0.5348000973637527,0.5346589097218757,0.5345168227555921,0.5344060116180956,0.5342711094798244,0.5341243540629455,0.5340145792869917,0.5338747675101811,0.53373663692028,0.5335992441002454,0.5334683058201061,0.5333296426334135
bert_mfcc_bow_resnet,0.7087017963025014,0.6872860243877565,0.6724309572024181,0.6606583528794744,0.6504800337990603,0.6426285553338139,0.6352991860341133,0.6288715927798255,0.6236441129290659,0.6190571232937127,0.6148829681702656,0.6113474454043445,0.6080487889611144,0.6053680952866839,0.6028369827556541,0.6007032968633906,0.5986852310014268,0.5969083913243179,0.5951238288609554,0.5935993065369143,0.5920312793755915,0.5907547966958476,0.5894962004582139,0.5883461293784553,0.5873294386736065,0.5863354823816055,0.5852775605984663,0.5844991643894666,0.5836041493246227,0.5828251336664823,0.5820733493712089,0.5813225696012587,0.5805872715882238,0.5799372181092015,0.5793234780545741,0.5786936541004748,0.5780498378362651,0.5774705772750574,0.5768694721215651,0.5763031570052916,0.5758170559371498,0.5752746692418353,0.5748032483128183,0.5743400114694258,0.5739475434992649,0.5734688926570058,0.5730828327588863,0.5726618687567665,0.5721929744494028,0.5718611325592647,0.5714537501310065,0.5711147071776967,0.5707700414489112,0.5704071154967811,0.5700603005624197,0.5697295140139148,0.5694310366905226,0.569103416124572,0.5687676412204627,0.5684629691680784,0.5681327008830547,0.567863606393417,0.5676160044103058,0.5673613438032663,0.5671255013543249,0.5668380899656816,0.5665842637456153,0.5663308329698395,0.5660355527572571,0.5657782624711891,0.5655296561349594,0.565283908710228,0.5650287289856094,0.5647686336705912,0.5645628705875096,0.5643477620786624,0.5641249966652949,0.5638842225940155,0.5636701982189382,0.5634786425022876,0.5632385783898751,0.5630290649725459,0.5628210895767946,0.5626204940681642,0.5624489565059674,0.5622302488546109,0.5620577628028881,0.5618565831976968,0.5616356981258364,0.5614462687509221,0.5612699679219547,0.5611092179030907,0.560936259763828,0.5607534979249219,0.5605935994981955,0.5604047083133091,0.5602613147712969,0.5600926024756248,0.5599090510295361,0.5597626782826503
bert_mfcc_bow_incp,0.7204586180271266,0.7011261490945645,0.6873345862287951,0.675813289433429,0.6679156772191789,0.6609533660640374,0.6546129239708308,0.6494314622455967,0.6444755240228863,0.6403636310660655,0.6369927329411026,0.6339299155509434,0.6312632167588251,0.6290648862508592,0.6270450605323006,0.6251948543873196,0.623540895211688,0.6219371642151822,0.6204784772642934,0.6191998951064196,0.6180847071131669,0.6168291943193045,0.6156632206762097,0.6146909281624662,0.6138092393757919,0.6129427018837657,0.61210797779326,0.6113099834126605,0.6106197713339837,0.6099391520131558,0.6092549783327232,0.6085357148060198,0.6078918289403928,0.6072691077275397,0.60671235642175,0.6061784421037623,0.6056159012992622,0.6051270569454295,0.6046707525852673,0.6041425678530427,0.6036710619869905,0.6032625926057296,0.6028656681222533,0.6024477154523424,0.6020917203680014,0.6017122482886826,0.6013727915856704,0.6010741879246128,0.6006994689019094,0.6003519762241124,0.6000375354465036,0.5997374298608242,0.5994489238925111,0.5991473619859153,0.5988464355387144,0.5985541752430362,0.5982836711832168,0.5979815521938503,0.5977454794892534,0.5974337495083092,0.597150629994382,0.5968860424339401,0.5966101984953567,0.596402159423668,0.5961933493438449,0.5959434086792503,0.595693753374446,0.5954591536356647,0.5951982051543431,0.5950077733632885,0.5947828988176868,0.5945446437098804,0.5943472420433502,0.5941569474079335,0.5939330720705632,0.5937193054020978,0.5935018202175835,0.5933306288123428,0.5931211721819494,0.5929205941055622,0.592725148432866,0.5925582768742659,0.5923675178855615,0.5921884116184906,0.5920071780113634,0.5918662417167041,0.5917126371474571,0.5915338831416717,0.5913710955665855,0.5912078786731002,0.5910275968404557,0.5908612104693356,0.5907413247011715,0.5905618408698752,0.5904293812428951,0.5902459596548205,0.5900688732065924,0.589942822891879,0.5898096066800017,0.5896700222898754
bert_blf_logfluc_resnet,0.6311096866304395,0.620598476129427,0.6161526395788524,0.6116461007269708,0.6085284305298457,0.6068166256319173,0.6047884750263004,0.603336562695765,0.6020357123780405,0.6009746361504483,0.5999912588685038,0.5991827042146821,0.5983506157454986,0.5975239704716395,0.5967677238578849,0.5960122230153989,0.5953893102817774,0.5946000851451354,0.594035021266272,0.5934252123366465,0.5929525668748555,0.5923997186945033,0.5918461712894326,0.5913302545126102,0.5908025815474047,0.5903760143354816,0.5898499277238203,0.5895034621123989,0.5891180951969239,0.5886889759764605,0.5883664940213985,0.5880869305517111,0.5877377819511111,0.5873316153867696,0.5870369021430464,0.5866343244804983,0.5863318629595363,0.586030751913664,0.5857043652238786,0.5854070453519075,0.5850581374069944,0.5847719778752337,0.584560790333795,0.5843466202945586,0.5840746298373719,0.5837318043532109,0.5834869489018614,0.5832298359095397,0.582984406594578,0.5827112075873097,0.5824098727936391,0.5821772813512339,0.5820282338543945,0.5818129430256183,0.5815387304962878,0.5813349268554687,0.5811183383058176,0.580961212987712,0.5807457074006959,0.5806027010095979,0.5803822262706728,0.58022384815617,0.580033035926708,0.5798575195582815,0.5796983861406179,0.5794948508997386,0.5793632759847315,0.5791948646710174,0.578986362357041,0.5788312691082014,0.5786778772018413,0.5784803866817585,0.5783296176872538,0.5781628425529151,0.5780244071812769,0.5778783050486087,0.57772861889931,0.5775687626330617,0.5773681412315559,0.5771985766524441,0.577044170231921,0.5768908648425787,0.5767272115808589,0.5765952044487996,0.5764275681572104,0.5762929674887973,0.5761726805483318,0.5760364200563993,0.5758935637936404,0.575760195153822,0.5756059036896753,0.5754861620922407,0.5753469077777267,0.5752244099503803,0.5751379220183256,0.5750351769836298,0.574896852396691,0.5747835009063602,0.5746871550545808,0.574552235544359
bert_blf_logfluc_incp,0.6310805495257936,0.6206713188910418,0.6161235024742071,0.6117517227313122,0.6084847248728771,0.6067437828703028,0.6048134496874255,0.6033383837648053,0.6019725819846405,0.600971722439984,0.5999660950054,0.5991839182607087,0.598315875351498,0.5975104425301974,0.5967327593323084,0.5960113124808788,0.5953713138347907,0.5945790416806684,0.5940005168002447,0.5934062732186263,0.5929234297702094,0.5924070029706646,0.5918411039668864,0.5913211491674082,0.5907920921897323,0.5903698507171903,0.5898677337322152,0.5894722437859936,0.5891236211995287,0.5886836341739432,0.5883288977573395,0.5880628013869261,0.5877254207552012,0.5873217601896101,0.5870177549028508,0.5866375619365701,0.5863078445354365,0.586027301467061,0.5856871818031907,0.5853760871782215,0.5850261576579922,0.5847744059672879,0.5845458829779294,0.5843227808453041,0.5840632987411195,0.5837270537383239,0.5834798196102989,0.583213142776669,0.5829600265682415,0.5827010096006835,0.5824001604254225,0.5821590706608302,0.5820098170052312,0.5817940578651997,0.581511182688258,0.5813055295981027,0.5811047921080429,0.5809343365204954,0.5807400281345361,0.5805895893125066,0.5803812709557675,0.58020434509419,0.5800196236086962,0.5798497800148599,0.5796804556146815,0.5794829311751104,0.5793515341664409,0.5791802961186955,0.5789772834041437,0.5788125381123578,0.5786614619316187,0.5784739117696159,0.5783096607662642,0.578139414745801,0.5780150833077901,0.5778593275922935,0.5777100771054428,0.5775416800678465,0.5773618712216967,0.5771836438863118,0.5770143136925919,0.5768718546584504,0.5767005318223871,0.5765832374236766,0.5764111142628213,0.5762765355169913,0.5761495718101645,0.5760200304350367,0.5758780130917226,0.575741094162999,0.5755972586146708,0.5754613005409934,0.5753265431346954,0.5752110812748491,0.5751150723941555,0.575014689956927,0.5748843865220215,0.5747573369756583,0.574666847375585,0.5745386867906981
tfidf_blf_spectral_resnet,0.6850424673300214,0.6632916187118486,0.6475867193076811,0.6354547573607611,0.6254512609082105,0.6167645187764522,0.609138228505611,0.6029195378855203,0.5975631668148774,0.5925962617095123,0.5882543033516182,0.584589870971187,0.5811955850562667,0.5785796493973927,0.5760454150337322,0.5739927667137716,0.571920229463195,0.57012896406264,0.568551556189772,0.5669898457190298,0.5655498136959558,0.5641618910510623,0.5630105723350725,0.5620614258727739,0.5609737620372195,0.5600140306365564,0.5590870805538575,0.5581514172079616,0.5573059029262082,0.5565944552089809,0.5558537148163143,0.555151075887589,0.5544420178239237,0.5537965218866875,0.5532370282650658,0.5527717480158445,0.5522749188196715,0.5517731845091676,0.5512176134544434,0.550763756355537,0.5502673684681545,0.549779355806356,0.5493692663852865,0.5489109344931786,0.548467469232009,0.5480762226657586,0.5477369613781345,0.5473602390213806,0.5470265436050019,0.5467021168106604,0.5463824142147619,0.5460579178400781,0.5457599602855833,0.5454320304191135,0.5450985430122905,0.5447470483072404,0.544481751865849,0.5441849121039088,0.5439285064344668,0.5436779767194494,0.5434681418002962,0.5432302992051605,0.5429724887920022,0.542753920761644,0.54251316492833,0.5422302599427344,0.5420447332835421,0.5417984620750718,0.5415506724864706,0.5413070488899528,0.5410832149552809,0.5408500183725722,0.5406363823051334,0.540427142079185,0.5402295032609028,0.5400347651664213,0.5398507612636113,0.5396718489621839,0.5394899051919008,0.5393398260514873,0.5391565815413707,0.5389831363677053,0.538801934914388,0.5386269555679845,0.5384559219879481,0.538260575837303,0.5380772558608059,0.5378982677991384,0.5377352514278299,0.53757763824339,0.5374049181831442,0.5372308855842746,0.5371043012788932,0.5369374795226668,0.5367845978197378,0.5366503802392164,0.5364788289647333,0.5363720261199135,0.5362336819337806,0.5360663451872791
tfidf_blf_spectral_incp,0.675995396337466,0.6558106670940108,0.640608382744986,0.6282943138940283,0.6183418073745992,0.6096283562302475,0.6020412623025693,0.5963145204761003,0.5909992246293588,0.5862341749100762,0.5824507218716932,0.5788717141844237,0.5758007380652819,0.5730893863933894,0.5707172098308099,0.5687398930668259,0.5668992207537782,0.5652671144068527,0.5637347327322442,0.5622084468466299,0.5609572510112758,0.5597217936271903,0.5585031889294041,0.5574796161672093,0.5565157850264029,0.5555857510592981,0.5547186731610101,0.5539738848293475,0.5531664246110051,0.5523972552847333,0.5517007374976617,0.5509803725178829,0.5503478131499012,0.5497143278284382,0.5491228690890528,0.5486350885201269,0.5481051628980381,0.5476061951618367,0.5470846272261947,0.5466590667385491,0.5463033009141398,0.5459270143278008,0.5455177477153488,0.5451343684069129,0.5447680281787889,0.5443875285591044,0.5440046222606822,0.5436331177187588,0.5432895612754782,0.5429582902347122,0.5426091591631197,0.5423283684453997,0.5420622967790031,0.5417143516966995,0.5414182618127433,0.5411423722181948,0.5408927762216508,0.5406470145268567,0.5403935336369168,0.5402004632799476,0.5399587924915499,0.539742305807064,0.5394783487031116,0.5392631590448858,0.539053021685836,0.5388227638486615,0.538605467729921,0.5383720671147681,0.5381933601605784,0.5379960331912913,0.5377712289968954,0.5375797830580765,0.5373614515706113,0.5371531552530889,0.5369509962461475,0.5367501316920362,0.5365917571887747,0.536419326267924,0.5362036823767796,0.5360096370973682,0.5358432251105891,0.5356698567058805,0.5355104952377604,0.5353358502241645,0.5351959941622776,0.5350322862836057,0.5348879150844499,0.5347375541519838,0.5345969560892241,0.5344543024981406,0.5343235893198376,0.5342037937777006,0.5340588472389911,0.5339486015274713,0.5338173670944946,0.5336780920538254,0.5335391354119852,0.5333915679002962,0.5332589012751008,0.5331367550006569
tfidf_mfcc_bow_resnet,0.7087892076164392,0.6871986130738189,0.6723872515454493,0.6606146472225055,0.65044798298395,0.6426261272417598,0.6352762925947487,0.6288624874346236,0.6236068821842405,0.6190381841756923,0.6148525066517726,0.6112818869188918,0.6080095659356295,0.605332714516756,0.6027991045196143,0.6006759808277852,0.5986406683707919,0.5968719699435105,0.5951031261813393,0.593536661761925,0.5920056109738795,0.5907124154527262,0.5894670633535679,0.5883248835729846,0.5873037980215183,0.586306905605895,0.5852629920461437,0.5844726288120217,0.5835820453142028,0.582807165785284,0.5820583108655857,0.5812806850133302,0.580573144507184,0.5799080810045562,0.5792855998185344,0.5786705872259639,0.5780218819655918,0.577448341063617,0.5768429498852856,0.576290409522009,0.5757978680877495,0.5752444915263091,0.5747605590664766,0.574322462985946,0.5739138739561184,0.5734502069051133,0.5730502859930591,0.5726406229512958,0.5721650266143326,0.5718389883597346,0.5714328971051321,0.5710953758294223,0.5707461270328347,0.5703917375804398,0.5700301039266971,0.5697115634762301,0.5694036887063372,0.5690725207463702,0.5687434426081293,0.5684396594843618,0.5681059520656747,0.5678389338451273,0.5675931109709413,0.5673465476173133,0.5670961401181052,0.5668109394818069,0.5665586056982413,0.5662931261285328,0.5660053599604139,0.56575141471048,0.5655027761299691,0.5652630675867663,0.5650093707722492,0.5647465839697778,0.5645312082671278,0.5643176665166266,0.5640983191863654,0.5638524706210044,0.5636469623000437,0.5634485948631213,0.5632148370453486,0.5629933542528286,0.5627938832441431,0.5625885820011699,0.5624241042696528,0.562202297562363,0.5620338167916,0.5618286049551675,0.561614581909548,0.5614205309751515,0.5612526777719454,0.5610889486129027,0.5609116655410893,0.5607195562977004,0.5605646157467319,0.5603746606741424,0.5602278221200816,0.5600655465927386,0.5598874189366922,0.5597415538817823
