,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
baseline,0.6899268159203761,0.6320316114157865,0.6033098377157649,0.5846549897411929,0.5714140575627874,0.5611180170870749,0.5529891309563123,0.5461980758691733,0.5403396815641597,0.535317613868778,0.530946974139217,0.527071246383135,0.523689016698398,0.5205686025183598,0.5177656146335834,0.5151932409971353,0.5128239229053778,0.5106127131340364,0.5085961951143897,0.5067003569943336,0.5049141649531976,0.5032218684116154,0.5016183490864056,0.5000885983770958,0.49866191168928886,0.4973212684832211,0.4960404193175544,0.49481348470791653,0.49365623267902153,0.4925172795759142,0.4914294066998499,0.4903780672051832,0.4893749373204079,0.4884066794653028,0.4874957722408022,0.4865953779918385,0.4857301454013643,0.4848839772481981,0.4840635209421862,0.4832665662299554,0.48249376627046353,0.4817512439539242,0.4810205891909312,0.48029855712199643,0.4795962406420142,0.4789251655436152,0.4782554367809317,0.47758736047531436,0.4769460385617324,0.47629445772724904,0.47568056093878947,0.47507386828892056,0.4744822807787606,0.47388519554265984,0.4732995489258566,0.47271769104061523,0.47214791399039335,0.4715790230751419,0.47103625443385166,0.4704984392883849,0.46996439060179535,0.4694389455374349,0.46892762499473406,0.4684263500399068,0.4679142547768782,0.46740784432230337,0.4669068721585923,0.4664065546786848,0.4659073018171472,0.46541244894972267,0.4649194263451576,0.46442205045109014,0.46392596941920833,0.46343911028736856,0.46294449329074566,0.46245710834149273,0.4619707881425196,0.461467459241219,0.46097052712335285,0.4604762716339932,0.45997629211961855,0.4594803330124843,0.4589808359592749,0.4584799428649941,0.45796538404093773,0.4574399900067755,0.45689923240099967,0.4563450119154667,0.4557758764726918,0.4551931256908711,0.4545870458872018,0.4539585885064262,0.4532998236493016,0.45260443622970065,0.45186511959623094,0.4510580285866087,0.45017787503225626,0.44915790509093945,0.4479303885138694,0.44606955026878653
tfidf,0.757489610120633,0.7029013708914716,0.673908679874488,0.6547718579116292,0.6411412006286161,0.6304230838710109,0.6218862612911052,0.6146821830982921,0.6085712111905036,0.6032948215909134,0.5987069002683323,0.594528803271509,0.590925667178705,0.5875572313997497,0.5845754405454147,0.5817625043721691,0.5792482866262104,0.5768718048017264,0.5746570783175559,0.5725202044138648,0.5705108193154155,0.5686611842685506,0.5668855520442562,0.5652104672742452,0.5636392162120701,0.5621661647030012,0.5607136527452996,0.5593339756424787,0.5580179026505943,0.5567501170068196,0.5555136718650784,0.5543321257238298,0.5531939932743607,0.5521031115554077,0.5510499698760125,0.5500611552098258,0.5490869066471912,0.5481625460784263,0.5472628668341177,0.5463873453108633,0.5455432385963481,0.5447018944248886,0.5438708690230133,0.5430686378610983,0.5423048505944463,0.5415580045526406,0.5408172118742598,0.5400929894897922,0.539389364206833,0.5387008802464179,0.5380207846138866,0.5373507352810302,0.5366900318272589,0.5360439478731674,0.535412065216189,0.534794461871465,0.5341631145728121,0.5335601534674238,0.5329591547572855,0.5323640625556378,0.5317611857389132,0.5311666178809562,0.5305907787305396,0.5300148195123909,0.5294405034605606,0.5288681396003296,0.5283066060432253,0.5277506559579921,0.5271890458731364,0.5266350103996258,0.5260839226906073,0.5255375013859138,0.524999413863835,0.5244672319917812,0.5239329415732097,0.5233940494907264,0.5228500225609461,0.5223196591453235,0.5217847618009082,0.52124476901988,0.5206963911091459,0.5201379051769963,0.5195812231191893,0.519022967191677,0.5184576602690264,0.5178764984214121,0.5172941633629148,0.5166989524125573,0.51609657294349,0.5154711020528109,0.5148243580414826,0.5141589407097101,0.5134656465977018,0.5127355942926307,0.5119577823134313,0.5111340889586455,0.5102275680584458,0.5091800246641891,0.5079091728756113,0.5060555644585725
word2vec,0.7667011811855046,0.7079177527587592,0.677520965054481,0.6575204952404773,0.6430757874639208,0.631820392852768,0.6227396159370678,0.6151820156995867,0.6088011455223105,0.603226748751211,0.5983944796021993,0.5940011845900512,0.590082728764359,0.5865774727699173,0.5833234954572104,0.5803583046131072,0.577560735241683,0.574986088406018,0.5726195785876558,0.5703635774415671,0.5682605856034593,0.5662894464109075,0.5644163374943492,0.5626625756112033,0.5610106070164074,0.5594303597116063,0.5579172943083991,0.5564466748774534,0.5550737015330257,0.5537208242955441,0.5524354496480773,0.5511991859689759,0.5500237144287556,0.5488989745126008,0.5477944591633395,0.5467557750248695,0.5457557280390449,0.544766407307285,0.543817372649242,0.542880099030938,0.5419769741285411,0.5411012480544592,0.5402303747422745,0.5393710517514163,0.5385206807771766,0.537703994582649,0.5369181188026507,0.5361468580283049,0.5353869390299023,0.5346444027400773,0.5339242842507561,0.5332135700838885,0.5325076628174029,0.5318063312895518,0.5311312628645508,0.5304612537773027,0.5298137440314673,0.5291692245935437,0.5285357500619081,0.5279179198212144,0.5273070590759779,0.5267023578217553,0.5260956190021956,0.5254939049763727,0.5249053461285662,0.5243182619843836,0.523738739252242,0.5231511194230425,0.5225847541468587,0.5220117124515987,0.5214386440070115,0.5208709389951242,0.5203074477763366,0.5197421689304494,0.5191811844571302,0.518620262139631,0.5180576281387215,0.5174963619676051,0.5169385742606432,0.5163785062458979,0.5158125252153637,0.5152368827533915,0.514657363636686,0.5140819498163584,0.513500379027105,0.5129190336313185,0.5123273367067079,0.511708083319005,0.5110743374111415,0.5104305918863985,0.5097679754722171,0.5090792804960963,0.5083746798491291,0.5076193566938043,0.506823349032737,0.5059669030737917,0.5050269352219536,0.5039462332605479,0.5026385458289212,0.5007118194664985
bert,0.7986938342914062,0.748715984959529,0.7217881071417921,0.7034516350113843,0.6901727468216788,0.6796344561642035,0.6709723666770628,0.6638775657532381,0.657856663255424,0.6525388045816569,0.6478565725489112,0.6436261939536541,0.6398660686560748,0.6364447579844618,0.6333577815971283,0.6304600097942504,0.6278037815071132,0.6252910716086162,0.6230208720416137,0.6208705800744492,0.6188657684721593,0.6169821573101805,0.6152288922400799,0.6135615416140926,0.6119662240112528,0.610451657678057,0.6090280871284653,0.6076207774107735,0.6062754214497718,0.6049846598184633,0.6037490851497105,0.6025763119222473,0.6014304906424781,0.6003072796799479,0.5992174938141538,0.5981627549539814,0.5971469298530674,0.5961607540146674,0.5952074160847921,0.5942659664450574,0.5933908182693489,0.5925171264483906,0.5916564632716478,0.5908303326087387,0.5900200536752335,0.5892426602585124,0.5884653731131557,0.5877117644111022,0.5869589428133396,0.5862412718603702,0.5855180333798937,0.5848088510735089,0.5841171056916108,0.5834147280772903,0.5827287618277773,0.5820671802210258,0.581420476299755,0.5807931291545265,0.5801549784829535,0.5795324345045045,0.5789266612640028,0.5783184950341113,0.5777259950082346,0.5771308479119799,0.5765567507756841,0.5759775716509398,0.5753983649450427,0.5748244646993047,0.5742545237551269,0.5736865767354509,0.5731249493819899,0.5725651548313948,0.5720178370510349,0.5714574879039226,0.5709017588434222,0.5703498852526916,0.5698107978369792,0.5692509226849832,0.5686922792970178,0.5681366106805602,0.5675772538906497,0.5670102930109435,0.5664357676527713,0.5658487681781679,0.5652572708045491,0.5646613404321059,0.564071804896882,0.5634743419024514,0.5628510125189858,0.5622124850322797,0.5615505360947982,0.5608705667410941,0.5601729067188868,0.5594375423186179,0.5586540653806663,0.5578102264809542,0.556882094987465,0.555817131074472,0.5545286918808615,0.5526982415757277
mfcc_bow,0.816695175818545,0.7718536679799868,0.7464215753666009,0.729205187015799,0.7163367874226938,0.7065326095685678,0.6985819379694679,0.691635925125266,0.6858208111433722,0.6807295056518652,0.6761809958187252,0.672093932030729,0.6685930184004029,0.6652829711494437,0.6622984248843117,0.6595724597678918,0.6570353637484247,0.6546590551257181,0.6524119096616225,0.6503683953647965,0.6484113549753909,0.6465738372938958,0.6448338798845072,0.643160458365008,0.641587577295098,0.6400825146234146,0.6386406375770689,0.6373023150709938,0.6359837343548845,0.6347258013797994,0.6335403329334246,0.6323797454029614,0.6312846456873634,0.6301963747427037,0.6291789851636697,0.628181990699853,0.6272234882139333,0.6262636546213602,0.6253437048273649,0.6244407476409978,0.623573956140899,0.622713640746164,0.621871048089076,0.6210593543752849,0.6202763605340718,0.6195042117242775,0.6187600052302971,0.6180105992937162,0.6172884024769719,0.6165779777274488,0.6158771337527942,0.6151899717744502,0.6145211708156221,0.6138603619725428,0.6132280157131714,0.6125789968387042,0.6119426105522445,0.6113009190357047,0.6106770143310006,0.6100761605924869,0.6094812592902543,0.6088795025674643,0.6082910021294152,0.6077106613348864,0.6071491360123368,0.606585610477008,0.6060352446201557,0.6054831946584247,0.6049329101804126,0.6044016924298158,0.6038604980786091,0.6033179384442192,0.6027817889309702,0.6022401369490477,0.6017006147093069,0.6011732388660344,0.6006446123565337,0.6001188179446473,0.5995831256433776,0.5990412635379336,0.5984993442917563,0.5979606810617375,0.5973979259288655,0.5968454965444857,0.5962896523719048,0.595735929430077,0.5951609829108908,0.5945878085583822,0.5939979150921255,0.5933912620455345,0.5927625558924998,0.592116110554363,0.5914230881527346,0.590712974773931,0.5899586466508049,0.5891445740256447,0.5882510170176689,0.587218288427787,0.5859490080066778,0.5842033187162211
mfcc_stats,0.798454888133751,0.7514281513465424,0.7248562570499021,0.7075365198903071,0.6948312307596257,0.6847450747018611,0.6768540519765538,0.6699621206694555,0.6640339018110087,0.6589859387449314,0.6544968730191871,0.6504801001187785,0.6468541051647931,0.6435304637015486,0.6404914209767432,0.6377214299087214,0.6351759160308592,0.6328260411751047,0.6305953279634848,0.6284983967595005,0.6265421739526299,0.624718406607495,0.6229323108316527,0.6212843775788469,0.6196999648231963,0.6182208016767057,0.6167908554311481,0.6154338518443287,0.6141502796991412,0.6129010389815315,0.6116953539945498,0.6105207241945183,0.609426491147129,0.6083458120142031,0.6072974311343924,0.6062804104046999,0.6053115897588756,0.6043630118680119,0.6034220031472026,0.6025271651402557,0.6016724106506247,0.600818897661056,0.5999907840856707,0.5991917971806304,0.5984043155695223,0.5976329448249669,0.5968774919213865,0.5961373536402803,0.5954209569720218,0.5947010026881318,0.5940132031680738,0.5933330500796787,0.592646919630702,0.5919997712663941,0.5913666897155763,0.5907424438235611,0.5901125060701939,0.5894952928818278,0.5888781649123003,0.5882678978448836,0.5876774469160898,0.5870841684983178,0.5864975380966638,0.5859251359418245,0.5853610234553841,0.5847973398769472,0.58422624115007,0.5836728729351395,0.5831167403659364,0.5825673010595819,0.5820114655918767,0.5814578729339202,0.5809042890915281,0.5803660895076531,0.5798193948351215,0.5792699614064661,0.578723044665565,0.5781875289863421,0.5776570544890646,0.5771171677989624,0.5765737974020863,0.5760303410748964,0.5754815936761146,0.5749269126833342,0.5743666123228671,0.5737890698388415,0.5732075923830093,0.5726205599161708,0.5720205943176859,0.5714114278250119,0.5707807347339159,0.5701343741572766,0.5694413732688,0.5687202649855692,0.567950268332464,0.5671187987786945,0.566214583226004,0.5651723826581372,0.5638732424108608,0.5620936466543324
essentia,0.7394755042752919,0.6837840561878479,0.6548681924203361,0.6363127136355562,0.6232483795984185,0.6130667107729513,0.6048479538069067,0.597970836558689,0.5922205138326165,0.5871879991733624,0.5827659474569,0.5788859919433463,0.5753866733225941,0.572248105347629,0.5693851759243562,0.5667609555881366,0.564332804765794,0.5621441937042546,0.5600387117360384,0.5581057049782296,0.5562742336721606,0.5545460574543987,0.5528993557027866,0.5513620559768527,0.5499011690713391,0.5485063713138445,0.5471707125784945,0.5458957424642489,0.544656819219495,0.5434979143833061,0.5424339743191232,0.5413848400136695,0.5403718767537788,0.5393898528810156,0.538445017362286,0.5375217017983599,0.5366116119255827,0.5357438311654503,0.5349098328214473,0.5341060388788754,0.5333153469709164,0.5325511723409481,0.5318052044313442,0.5310971614935595,0.5303766138093206,0.5296814190537216,0.5289917703648537,0.5283262395503543,0.5276680333639783,0.527021083184915,0.5263856436126338,0.5257680861080443,0.525165297006692,0.5245638924576312,0.5239704589383919,0.5233917406711923,0.5228168926061567,0.5222544857018437,0.5216866264855373,0.5211325758063204,0.5205838808610271,0.5200479083995032,0.519517117144012,0.5189807502829821,0.5184522094289133,0.5179306880102622,0.5174170158923262,0.5168999638498174,0.5163861091713918,0.5158765793082384,0.5153688532179016,0.5148598200564802,0.5143504898271065,0.5138376723562336,0.513315759073042,0.5128095754488508,0.5122956851798108,0.5117887323580801,0.5112733339660974,0.5107630711408785,0.5102498706507372,0.5097194026430998,0.5091966794862235,0.5086700842278562,0.5081276250886966,0.5075727340338674,0.5070162943196794,0.5064435946633582,0.5058591936430931,0.5052660264255582,0.5046554829169663,0.5040182471003888,0.5033547998352812,0.5026627348845554,0.5019191160562476,0.5011236455739768,0.5002311912373105,0.49920971051463287,0.49793246342890496,0.4960676563569853
blf_delta_spectral,0.800102642442931,0.7491384698669897,0.7213840105327881,0.7025398536340993,0.6889961319914784,0.6782671686425397,0.6697811060959996,0.6624830575898261,0.6563902643923555,0.6511768637622334,0.6465124066378699,0.6422976587533996,0.6385782157152055,0.6351367196908264,0.631993830994546,0.6291305183637008,0.6265198987854479,0.6240661642040479,0.6217880296645095,0.6196279083731415,0.6175569325634176,0.6156327357870747,0.6137882538347029,0.6120819368401229,0.6105029827246597,0.6089804927873427,0.6075196401616351,0.6061229193423094,0.6047926741549522,0.603492158497325,0.6022309126412414,0.6009909237520468,0.599830302797422,0.5987152049145396,0.5976530585277071,0.596636370237202,0.5956473161870277,0.5946775010646903,0.5937423040888028,0.5928308592878173,0.5919344380901194,0.5910592254698855,0.5902306762846009,0.5893995709066996,0.5885594479860264,0.5877651735211298,0.5869834514206768,0.5862150526953364,0.5854570960323018,0.5847317349898311,0.583993072022117,0.5832871075560477,0.5825961473395759,0.5819151875619911,0.5812381134430822,0.5805851869736898,0.5799363500935178,0.5793036147756122,0.5786822836066218,0.578061048216569,0.577454456405701,0.5768575469805347,0.5762432278134767,0.5756423587160008,0.5750421990136394,0.5744561486093465,0.5738738444169034,0.5733023543628143,0.5727285728759326,0.5721721616086097,0.5716139341543595,0.5710741722890312,0.5705255851429273,0.5699803962581603,0.5694329485419845,0.5688853421790258,0.5683343372139826,0.5677907702574186,0.567249667034506,0.5666951761057781,0.5661279049890611,0.5655640526423695,0.564996770783219,0.5644339063266823,0.5638553771580629,0.5632658143263836,0.562670071622504,0.562070433094186,0.5614491571317168,0.5608118087783565,0.5601773643094837,0.5595157150566092,0.5588247063239323,0.5580978259499815,0.5573138819196976,0.5564726996048533,0.5555492636739563,0.5544893631864136,0.5531814083493269,0.551346134234641
blf_correlation,0.7962642312800775,0.7465129668957566,0.7189222797154567,0.7001639728131422,0.6866097091477424,0.6759681648404795,0.6672372924295398,0.6598048768418138,0.6534946345397148,0.6480168378014156,0.6431500259785394,0.6388348936503954,0.6349837612923848,0.6313810671797982,0.6281562734341565,0.6251620779018057,0.6224115302023888,0.6198903424893462,0.6175038078991874,0.6152701035949085,0.6131675514455219,0.6111417579547032,0.6092644731975215,0.607454398503858,0.6057707401171795,0.6041758948120631,0.6026501388383777,0.6011918242383911,0.5997940901265222,0.5984254874897779,0.5971448841405294,0.5958820130003313,0.5946464318250336,0.5934825085301388,0.5923382070755148,0.5912606056034528,0.590207981428455,0.5891953518920438,0.5882041804160848,0.587238712160526,0.5863141684711871,0.5853889235431924,0.5844845362608424,0.5835975860804571,0.5827509927142649,0.5818959693402865,0.5810714489181966,0.5802796733472916,0.5795026325387436,0.5787269273923156,0.5779723766098921,0.5772332608642324,0.5765161110438154,0.575806064037112,0.575110662194881,0.5744170419979266,0.5737506589393444,0.5730879034459267,0.5724303547985342,0.5717876578698657,0.5711608708617176,0.5705506482387283,0.5699300883893175,0.5693112702368077,0.5687099796487473,0.5681068160166068,0.5675029241966074,0.5669085547250617,0.5663195537223912,0.5657398469660008,0.5651554612594816,0.564567694989545,0.5639918627675521,0.5634259007374947,0.5628600603728487,0.5622827654869987,0.5617099669686402,0.5611389996861755,0.5605607490453074,0.5599829228762838,0.5594021093225859,0.558824640819428,0.5582416234483949,0.5576479235507408,0.5570605518497062,0.5564667561294317,0.5558614273150126,0.5552436641634239,0.5546167272752245,0.5539779887969631,0.5533026480951765,0.5526182663239869,0.5518987958396842,0.5511503634216189,0.5503568106768292,0.5495174173099707,0.5485795109368885,0.5475034380627245,0.5461831187562229,0.5443217610465979
blf_logfluc,0.8154820496280208,0.7690968145033831,0.7435452599297596,0.7259880589881478,0.7127693783530981,0.7026910754367275,0.6943143581642847,0.6873727611287532,0.6814331353330231,0.6762852064651756,0.671771411457128,0.6676854703128768,0.6639668984214652,0.660506448688663,0.6573821434930336,0.6544703066756863,0.651808829126547,0.6492986162943598,0.6469550414636592,0.6447633141512072,0.6427275937177175,0.6407853936810698,0.6389255825611897,0.6371723068075136,0.635489952409435,0.6339379333962307,0.6324382210637522,0.6309965876424778,0.6296211049681205,0.6282941523353881,0.6270265495464334,0.6257978851745163,0.6246141091480789,0.6234543253306598,0.622337407003528,0.6212515652116605,0.6202025142854786,0.6191937107432091,0.6182041088852069,0.6172368694985237,0.6162987350156832,0.6153933969638326,0.6145273683614966,0.6136522827305161,0.6127929620672321,0.6119564160088138,0.6111595385437546,0.6103585764471156,0.6095827801479828,0.6088146012115282,0.6080629479370185,0.6073254349340428,0.6066123876039526,0.6059002595376365,0.6051878026964538,0.6045109920993541,0.6038432694510883,0.6031748072314046,0.602531926218375,0.6018951889234369,0.6012514433127908,0.6006161818326521,0.5999907489795192,0.5993802976025185,0.5987848170767107,0.5981827379273676,0.5975919214343844,0.596998029058658,0.5964026727364095,0.5958163651596385,0.5952340861024882,0.5946592815429338,0.5940772828590095,0.593503197701031,0.5929281994844862,0.5923603185512795,0.591785945028784,0.5912107044640672,0.5906316216765941,0.590044237383641,0.5894707344437167,0.5888838172964389,0.5882943245515646,0.5877054487489264,0.5871093218961057,0.58650358827478,0.5859043191874782,0.5852945422751763,0.5846692971555874,0.5840210181351301,0.5833505898270047,0.5826629022501183,0.5819553501998571,0.5812183027209786,0.5804394609565225,0.5795974238043259,0.5786772734124149,0.5776192095819405,0.576333510363326,0.5745353360236606
